,Address,Style,Building Type,Basement Development,Exterior Finish,Fireplace,OwnershipType,Property Type,Bedrooms,Bathrooms,Amenities Nearby,Lot Size,Parking Type,No. of Parking Spaces,Storeys,Floor Area (m^2),Features,Condo Fees,Community Features,Price
885,"#902 -42 CHARLES ST E, Toronto, Ontario, M4Y 1T4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,2.0,,,"Underground, Visitor parking",,1.0,75.46000000000002,Balcony,$347 Monthly,,"$628,000"
886,"#1502 -25 FONTENAY CRT, Toronto, Ontario, M9A 0C4",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,61.790000000000006,"Wooded area, Balcony",$567 Monthly,,"$628,000"
887,"#3110 -42 CHARLES ST E, Toronto, Ontario, M4Y 1T4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Hospital, Park",,"Underground, Visitor parking",,1.0,54.12000000000001,"Conservation/green belt, Balcony",$303 Monthly,Community Centre,"$625,000"
888,"#401 -36 HOWARD PARK AVE, Toronto, Ontario, M6R 0A5",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,84.86999999999998,Balcony,$436 Monthly,,"$619,900"
889,"#2206 -83 BOROUGH DR, Toronto, Ontario, M1P 5E4",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,"Hospital, Park, Schools",,Underground,,1.0,81.64,Balcony,$585 Monthly,"Community Centre, School Bus","$614,900"
890,"2402-290 Adelaide St W, Toronto, ON, M5V 1P6",Apartment,,,,,,,1,1.0,,,None,,,,,$296 Monthly,,"$609,000"
891,"#PH06 -30 HERON'S HILL WAY, Toronto, Ontario, M2J 0A7",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit",,,,1.0,70.35000000000001,Balcony,$794 Monthly,,"$608,000"
892,"#2302 -15 GREENVIEW AVE, Toronto, Ontario, M2M 4M7",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,64.58,Balcony,$464 Monthly,,"$600,000"
893,"#919 -19 SINGER CRT, Toronto, Ontario, M2K 0B2",Apartment,Apartment,,,,Condominium/Strata,Single Family,1+1,2.0,"Hospital, Public Transit",,,,1.0,,Balcony,$641 Monthly,,"$599,988"
894,"#1009 -225 WELLESLEY ST E, Toronto, Ontario, M4X 1X8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,2.0,"Hospital, Park, Public Transit",,"Underground, Visitor parking",,1.0,846.74,Balcony,$570 Monthly,Community Centre,"$599,900"
895,"#1603 -55 ANN O'REILLY RD, Toronto, Ontario, M2J 0C9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,57.69000000000001,Balcony,$442 Monthly,,"$599,900"
896,"#152 -78 ST PATRICK ST, Toronto, Ontario, M5T 3K8",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Public Transit",,Visitor parking,,2.0,,,$506 Monthly,,"$599,000"
897,"#63 -37 FOUR WINDS DR, Toronto, Ontario, M3J 1K7",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,2+1,3.0,,,Underground,,3.0,58.85999999999999,,$308 Monthly,,"$598,800"
898,"#1611 -51 LOWER SIMCOE ST, Toronto, Ontario, M5J 3A2",,,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit",,Underground,,1.0,36.24,Balcony,$369 Monthly,,"$598,000"
899,"#2302 -373 FRONT ST W, Toronto, Ontario, M5V 3R7",Apartment,Apartment,,,,Condominium/Strata,Single Family,1+1,1.0,,,Underground,,1.0,37.36,Balcony,$487 Monthly,,"$595,000"
900,"#52 -653B WARDEN AVE, Toronto, Ontario, M1L 0E8",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,3,2.0,Public Transit,,Garage,,1.0,722.5,Balcony,$598 Monthly,,"$592,900"
901,"#1711 -757 VICTORIA PARK AVE, Toronto, Ontario, M4C 5N8",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,81.29,Balcony,$910 Monthly,Community Centre,"$588,800"
902,"#4105 -2212 LAKE SHORE BLVD W, Toronto, Ontario, M8V 1A4",Apartment,Apartment,,,,Condominium/Strata,Single Family,1,1.0,"Hospital, Marina, Park, Public Transit",,Underground,,1.0,41.1,Balcony,$385 Monthly,,"$585,000"
903,"#3607 -19 GRAND TRUNK CRES, Toronto, Ontario, M5J 3A3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,558.19,Balcony,$415 Monthly,,"$579,000"
904,"#1707 -121 MCMAHON DR, Toronto, Ontario, M2K 0C1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,"Underground, Visitor parking",,1.0,,Balcony,$473 Monthly,,"$579,000"
905,"#412 -8 FIELDWAY RD, Toronto, Ontario, M8Z 0C3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit, Schools",,Visitor parking,,1.0,,,$521 Monthly,,"$569,900"
906,"#647 -525 WILSON AVE, Toronto, Ontario, M3H 0A7",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit, Schools",,Underground,,1.0,,Balcony,$441 Monthly,,"$549,900"
907,"#252 -3 EVERSON DR, Toronto, Ontario, M2N 7C2",Townhouse,Row / Townhouse,,"Brick, Concrete",,Condominium/Strata,Single Family,2,1.0,,,Underground,,1.0,46.56999999999999,,$467 Monthly,,"$549,900"
908,"#1004 -311 RICHMOND ST E, Toronto, Ontario, M5A 4S8",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Hospital, Public Transit",,"Underground, Visitor parking",,3.0,54.67,Balcony,$410 Monthly,,"$549,900"
909,"#303 -70 QUEENS WHARF RD, Toronto, Ontario, M5V 0J2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,,,1.0,,Balcony,$317 Monthly,Pets not Allowed,"$549,000"
910,"1412-1360 York Mills  Rd, Toronto, ON, M3A 2A2",Apartment,,,,,,,3,2.0,,,Exclusive,1.0,1.0,72.44,,$703 Monthly,,"$525,000"
911,"#1016 -3043 FINCH AVE W, Toronto, Ontario, M9M 0A4",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,2+1,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,74.62,Ravine,$329 Monthly,Community Centre,"$519,900"
912,"#1807 -170 FORT YORK BLVD, Toronto, Ontario, M5V 0E6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,56.71000000000001,Balcony,$334 Monthly,,"$515,000"
913,"#902 -1328 BIRCHMOUNT RD, Toronto, Ontario, M1R 0B6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,,,"Underground, Visitor parking",,1.0,60.27,Balcony,$732 Monthly,,"$500,000"
914,"#411 -11 MICHAEL POWER PL, Toronto, Ontario, M9A 5G3",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,66.62,Balcony,$590 Monthly,,"$499,998"
915,"#710 -10 MUIRHEAD RD, Toronto, Ontario, M2J 4P9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,"Public Transit, Schools",,Underground,,1.0,79.07,Balcony,$964 Monthly,,"$499,900"
916,"#708 -50 CAMDEN ST, Toronto, Ontario, M5V 3N1",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Hospital, Park, Public Transit",,"Garage, Visitor parking",,1.0,83.47,"Ravine, Balcony",$398 Monthly,,"$499,900"
917,"#1416 -5 VICORA LINK WAY, Toronto, Ontario, M3C 1A5",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,3,2.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,86.57,Balcony,$823 Monthly,,"$499,900"
918,"#510 -1 COLE ST, Toronto, Ontario, M5A 4M2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,2.0,"Hospital, Public Transit, Schools",,Underground,,1.0,39.09,Balcony,$512 Monthly,Community Centre,"$499,900"
919,"#903 -155 BEECROFT RD, Toronto, Ontario, M2N 7C6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,,,Underground,,1.0,44.0,Balcony,$380 Monthly,,"$499,900"
920,"#103 -2050 BRIDLETOWNE CIRC, Toronto, Ontario, M1W 2V5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,3,2.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,,$745 Monthly,,"$499,000"
921,"#321 -701 SHEPPARD AVE W, Toronto, Ontario, M3H 2S7",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit",,"Underground, Visitor parking",,1.0,,,$497 Monthly,,"$499,000"
922,"#1004 -50 TOWN CENTRE CRT, Toronto, Ontario, M1P 0A9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,,,"Underground, Visitor parking",,1.0,,Balcony,$373 Monthly,,"$499,000"
923,"#808 -9 VALHALLA INN RD, Toronto, Ontario, M9B 0B2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit, Schools",,Underground,,1.0,50.47,Balcony,$373 Monthly,,"$494,900"
924,"#313 -701 SHEPPARD AVE W, Toronto, Ontario, M3H 0B2",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,64.03,Balcony,$477 Monthly,,"$493,900"
925,"#2301 -25 TOWN CENTRE CRT, Toronto, Ontario, M1P 0B4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,Balcony,$417 Monthly,,"$489,000"
926,"#401 -9 MICHAEL POWER PL, Toronto, Ontario, M9A 0A5",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,57.13999999999999,"Cul-de-sac, Balcony",$537 Monthly,Community Centre,"$479,000"
927,"232-1185 The Queensway Ave, Toronto, ON, M8Z 0C6",Apartment,,,,,,,1,1.0,,,Owned,1.0,1.0,55.16,,$435 Monthly,,"$474,900"
928,"439-1830 Bloor St W, Toronto, ON, M6P 0A2",Apartment,,,,,,,0,1.0,,,None,,1.0,37.29,,$280 Monthly,,"$449,000"
929,"#1109 -7 BISHOP AVE, Toronto, Ontario, M2M 4J4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,36.35,,$480 Monthly,,"$399,990"
930,"#102 -55 CARSCADDEN DR, Toronto, Ontario, M2R 2A6",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,1.0,Public Transit,,"Underground, Visitor parking",,1.0,52.43,,$575 Monthly,,"$399,717"
931,"#404 -5800 SHEPPARD AVE E, Toronto, Ontario, M1B 5J7",Apartment,Apartment,,"Aluminum siding, Brick",,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit",,,,1.0,,,$590 Monthly,School Bus,"$399,000"
932,"#808 -3380 EGLINTON AVE E, Toronto, Ontario, M1J 3L6",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit, Schools",,Underground,,1.0,,Balcony,$620 Monthly,,"$398,900"
933,"#1911 -5 MASSEY SQ, Toronto, Ontario, M4C 5L6",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,1.0,"Park, Public Transit, Schools",,Underground,,1.0,74.76,Balcony,$761 Monthly,Community Centre,"$394,900"
934,"#1011 -2550 PHARMACY AVE, Toronto, Ontario, M1W 1H9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,1.0,"Hospital, Public Transit, Schools",,Underground,,1.0,,Balcony,$763 Monthly,,"$384,900"
935,"#P3-20 -700 HUMBERWOOD BLVD, Toronto, Ontario, M9W 7J4",,Parking,,,,Condominium/Strata,Parking,,,,,,,,,,$2 Monthly,,"$25,000"
936,"#5204 -311 BAY ST, Toronto, Ontario, M5H 4G5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,3.0,,,Visitor parking,,1.0,,,"$4,867 Monthly",,"$4,388,000"
937,"#2701 -33 UNIVERSITY AVE, Toronto, Ontario, M5J 2S7",Apartment,Apartment,,Stone,,Condominium/Strata,Single Family,2+1,3.0,,,"Underground, Visitor parking",,1.0,,Balcony,"$2,157 Monthly",,"$3,339,000"
938,"#1111 -39 QUEENS QUAY E, Toronto, Ontario, M5E 0A5",Apartment,Apartment,,,,Condominium/Strata,Single Family,2+1,2.0,,,"Underground, Visitor parking",,1.0,306.16,,"$1,155 Monthly",,"$2,328,000"
939,"#PH16 -5 SHEPPARD AVE E, Toronto, Ontario, M2N 2Z8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,3.0,Public Transit,,Underground,,1.0,,Balcony,"$1,500 Monthly",,"$2,299,000"
940,"#6204 -1 BLOOR ST E, Toronto, Ontario, M4W 0A8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,Balcony,$891 Monthly,,"$1,589,800"
941,"#5001 -2191 YONGE ST, Toronto, Ontario, M4S 3H8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,3.0,"Hospital, Park, Public Transit, Schools",,Underground,,1.0,,,$966 Monthly,,"$1,378,800"
942,"409-21 Burkebrook Pl, Toronto, ON, M4G 0A2",Apartment,,,,,,,2+1,2.0,,,Owned,2.0,1.0,93.89999999999998,,$985 Monthly,,"$1,348,000"
943,"410-9 Burnhamthorpe CRES, Toronto, ON, M9A 1G5",Apartment,,,Brick,,,,2+1,2.0,"Public Transit, Schools",,Underground,1.0,1.0,71.7,,$865 Monthly,,"$1,298,000"
944,"#1806E -576 FRONT ST W, Toronto, Ontario, M5V 1C1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,3,2.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,,Balcony,$695 Monthly,"Community Centre, Pets not Allowed","$1,250,000"
945,"810-130 Carlton STREET, Toronto, ON, M5A 4K3",Apartment,,,Concrete,,,,2,2.0,"Hospital, Park, Public Transit",,"Underground,",1.0,1.0,133.18,Balcony,"$1,496 Monthly",,"$1,199,000"
946,"#PH13 -1000 KING ST W, Toronto, Ontario, M6K 3N1",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit",,"Underground, Visitor parking",,2.0,112.01999999999998,,$578 Monthly,Community Centre,"$1,099,000"
947,"#803 -575 BLOOR ST E, Toronto, Ontario, M4X 1J8",Apartment,Apartment,,"Brick, Stone",,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,Balcony,$542 Monthly,,"$1,000,000"
948,"74 HARGRAVE LANE, Toronto, Ontario, M4N 0A4",Townhouse,Row / Townhouse,Finished,Brick,,Condominium/Strata,Single Family,3+1,3.0,,,"Underground, Visitor parking",,3.0,81.24000000000002,,$383 Monthly,,"$999,000"
949,"201-1210 Don Mills Rd, Toronto, ON, M3B 3N9",Apartment,,,,,,,3,2.0,,,Exclusive,2.0,1.0,111.2,,"$1,445 Monthly",,"$998,800"
950,"#108 -15 MCMURRICH ST, Toronto, Ontario, M5R 3M6",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,3.0,,,Underground,,2.0,71.67,Balcony,"$1,215 Monthly",,"$998,000"
951,"#2109 -1 BLOOR ST E, Toronto, Ontario, M4W 1A9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,2.0,Public Transit,,Underground,,1.0,54.66,Balcony,$571 Monthly,,"$968,800"
952,"#204 -19 LOWER VILLAGE GATE, Toronto, Ontario, M5P 3L9",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,Balcony,"$1,082 Monthly",,"$949,000"
953,"#811 -38 ELM ST, Toronto, Ontario, M5G 2K5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Hospital, Public Transit, Schools",,Underground,,1.0,81.52,Balcony,$975 Monthly,"Community Centre, Pets not Allowed","$948,000"
954,"#716 -36 BLUE JAYS WAY, Toronto, Ontario, M5V 3T3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,2.0,"Hospital, Park, Public Transit",,Underground,,2.0,,Balcony,$933 Monthly,Community Centre,"$899,999"
955,"#1015 -85 EAST LIBERTY ST, Toronto, Ontario, M6K 0A2",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,"Park, Public Transit",,Underground,,1.0,60.97,Balcony,$680 Monthly,,"$899,999"
956,"#910 -60 TANNERY RD, Toronto, Ontario, M5A 0S8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,3,2.0,,,Underground,,,,Balcony,$580 Monthly,,"$899,000"
957,"#1042 -54 EAST LIBERTY ST, Toronto, Ontario, M6K 3P3",Townhouse,Row / Townhouse,,Stucco,,Condominium/Strata,Single Family,2,1.0,,,Underground,,3.0,,,$531 Monthly,,"$899,000"
958,"#722 -23 GLEBE RD W, Toronto, Ontario, M5P 0A1",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,65.52,"Ravine, Balcony",$644 Monthly,Community Centre,"$898,800"
959,"#602 -110 CHARLES ST E, Toronto, Ontario, M4Y 1T5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,Public Transit,,"Underground, Visitor parking",,1.0,112.96,Balcony,$595 Monthly,,"$888,900"
960,"#2208 -90 PARK LAWN RD, Toronto, Ontario, M8Y 3H3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,3,2.0,Hospital,,Underground,,1.0,71.25,Conservation/green belt,$783 Monthly,,"$879,000"
961,"#809 -1 BLOOR ST E, Toronto, Ontario, M4W 0A8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,2.0,"Hospital, Public Transit, Schools",,Underground,,1.0,85.58000000000001,Balcony,$555 Monthly,,"$878,900"
962,"#202 -12 BONNYCASTLE ST, Toronto, Ontario, M5A 3Y4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,,,Underground,,1.0,,Balcony,$676 Monthly,,"$875,000"
963,"#424 -12 BONNYCASTLE ST, Toronto, Ontario, M5A 3Y4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,,,Underground,,1.0,,Balcony,$665 Monthly,,"$875,000"
964,"#506 -35 BRIAN PECK CRES, Toronto, Ontario, M4G 0A5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,61.52,"Conservation/green belt, Balcony",$757 Monthly,,"$839,000"
965,"#2217 -70 TEMPERANCE ST, Toronto, Ontario, M5H 4E8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit",,Underground,,1.0,49.66,Balcony,$487 Monthly,,"$839,000"
966,"#813 -15 GREENVIEW AVE, Toronto, Ontario, M2M 4M7",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,,,Underground,,1.0,62.69,Balcony,$694 Monthly,,"$820,000"
967,"#PH10 -650 SHEPPARD AVE E, Toronto, Ontario, M2K 3E4",Apartment,Apartment,,Stucco,,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit",,"Underground, Visitor parking",,2.0,78.98,,"$1,055 Monthly",,"$815,000"
968,"#TH7 -3237 BAYVIEW AVE, Toronto, Ontario, M2K 2N4",Townhouse,Row / Townhouse,,"Brick, Concrete",,Condominium/Strata,Single Family,2+1,3.0,,,Underground,,2.0,76.79,,$335 Monthly,,"$799,900"
969,"#433 -120 HARRISON GARDEN BLVD, Toronto, Ontario, M2N 0H1",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,"Park, Public Transit, Schools",,Underground,,1.0,68.43,Balcony,$715 Monthly,Pets not Allowed,"$798,800"
970,"#2603 -18 YONGE ST, Toronto, Ontario, M5E 1Z8",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit",,Underground,,1.0,,Balcony,$577 Monthly,Community Centre,"$798,000"
971,"#3504 -16 BROOKERS LANE, Toronto, Ontario, M8V 0A5",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,94.14,Balcony,$750 Monthly,,"$789,000"
972,"#909 -575 BLOOR ST E, Toronto, Ontario, M4X 1J8",Apartment,Apartment,,"Concrete, Stone",,Condominium/Strata,Single Family,1+1,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,Balcony,$0 Monthly,,"$780,000"
973,"#203 -311 RICHMOND ST E, Toronto, Ontario, M5A 4S8",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2+1,2.0,,,"Underground, Visitor parking",,1.0,,Balcony,$643 Monthly,,"$779,000"
974,"#2701 -8 EGLINTON AVE E, Toronto, Ontario, M4P 1A6",Apartment,Apartment,,,,Condominium/Strata,Single Family,1+1,2.0,"Public Transit, Schools",,Underground,,1.0,79.05999999999997,Balcony,$668 Monthly,,"$770,000"
975,"#1209 -35 EMPRESS AVE, Toronto, Ontario, M2N 6T3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,61.81999999999999,Balcony,$533 Monthly,,"$769,000"
976,"#708 -1801 BAYVIEW AVE, Toronto, Ontario, M4G 4K2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,82.54999999999998,Balcony,$984 Monthly,,"$765,000"
977,"#703 -33 CHARLES ST E, Toronto, Ontario, M4Y 1R9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,131.20999999999998,Balcony,$695 Monthly,,"$759,000"
978,"#2119 -35 HOLLYWOOD AVE E, Toronto, Ontario, M2N 0A9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,,,"Underground, Visitor parking",,1.0,57.03,Balcony,$588 Monthly,,"$758,000"
979,"#802 -10 KENNETH AVE, Toronto, Ontario, M2N 6K6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Public Transit, Schools",,"Underground, Visitor parking",,1.0,,,"$1,262 Monthly",Community Centre,"$755,000"
980,"#1920 -25 GREENVIEW AVE, Toronto, Ontario, M2M 0A5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,Underground,,1.0,76.43,Balcony,$632 Monthly,,"$750,000"
981,"114-60 Southport St, Toronto, ON, M6S 3N4",Apartment,,,,,,,3,2.0,,,Exclusive,1.0,2.0,85.24,,$754 Monthly,,"$739,900"
982,"#104 -78 ST PATRICK ST, Toronto, Ontario, M5T 1V1",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,1+1,1.0,"Hospital, Park, Public Transit, Schools",,,,1.0,97.13,,$601 Monthly,,"$729,900"
983,"#4 -108 CALEDONIA PARK RD, Toronto, Ontario, M6H 0B1",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,2+1,2.0,"Park, Public Transit",,Visitor parking,,1.0,35.62999999999999,,$395 Monthly,Community Centre,"$729,000"
984,"#302 -399 ADELAIDE ST, Toronto, Ontario, M5V 1S4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,,Balcony,$557 Monthly,,"$729,000"
985,"#432 -165 LEGION RD N, Toronto, Ontario, M8Y 0B3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,"Marina, Park, Public Transit",,Underground,,1.0,41.96,Ravine,$698 Monthly,,"$729,000"
986,"#TH2 -21 CONEFLOWER CRES, Toronto, Ontario, M2R 0A4",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,3,3.0,"Park, Public Transit",,"Underground, Visitor parking",,3.0,61.61,"Cul-de-sac, Ravine",$386 Monthly,,"$724,900"
